Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Record_No,Status,Expiration_Date,DBA,Owner / Community_Name,Location_Address,Mailing_Address,County,Community_Phone,Total_#_Sites,Issued_Date,Operator_Name,Operator_Phone,Operator_email,latitude,longitude,House district,Senate district
500,500,500,1200630,Issued,2027-10-01,HIGHLAND HILLS ESTATES,,"25600 SEELEY, NOVI, MI 48050","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,No Phone,198,06/19/1979,GARY W GRIGLAK,2488512700,,42.4792977,-83.4453866,,
501,501,501,1200633,Issued,2027-10-01,NOTTINGHAM FOREST MHC,,"1665 M32 WEST, GAYLORD, MI 49735","PO BOX 305, BIRMINGHAM, MI 48012",OTSEGO,No Phone,74,06/19/1979,RICHARD PUZZUOLI,2485159250,,45.0272075,-84.707575,,
502,502,502,1200637,Issued,2027-10-01,,,"310 48TH STREET, S.E., GRAND RAPIDS, MI 49548","4893 ROCHESTER RD STE D, TROY, MI 48085",KENT,No Phone,155,06/19/1979,WILLIAM CONNELL,6165385870,wtconnell@comcast.net,42.87469,-85.657261,,
503,503,503,1200651,Issued,2027-10-01,FENNERS MOBILE VILLAGE,,"4172 LAPEER ROAD, PORT HURON, MI 48060","PO BOX 611385, PORT HURON, MI 48061-1385",ST CLAIR,8109857911,35,06/19/1979,JAMES A RADATZ,8109857911,JIMRADATZ4172@COMCAST.NET,42.9821155,-82.4900496,,
504,504,504,1200655,Issued,2027-10-01,,,"12675 COLBY LAKE ROAD, LAINGSBURG, MI 48848","3014 W BLUEWATER HWY, IONIA, MI 48846",SHIAWASSEE,6165278881,44,06/19/1979,RUTH HUMMELL,6165278881,thehumm@yahoo.com,42.8093989,-84.3212,,
505,505,505,1200658,Issued,2027-10-01,,,"4600 W. BRITTON ROAD, PERRY, MI 48872","4600 COX RD STE 400, GLEN ALLEN, VA 23060",SHIAWASSEE,No Phone,360,06/19/1979,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,42.83444679999999,-84.2506183,,
506,506,506,1200666,Issued,2027-10-01,,,"606 BJORNSON STREET, BIG RAPIDS, MI 49307","606 BJORNSON ST, BIG RAPIDS, MI 49307",MECOSTA,6167968151,137,06/29/1979,ROSE MARY JENNINGS,2317968151,,43.7083176,-85.4729372,,
507,507,507,1200670,Issued,2027-10-01,,,"5100 LITTLE PAW PAW LAKE ROAD, COLOMA, MI 49038","4893 ROCHESTER RD STE D, TROY, MI 48085",BERRIEN,2694687736,160,06/29/1979,WILLIAM T CONNELL,2486499964,WTCONNELL@COMCAST.NET,42.211301,-86.3344478,,
508,508,508,1200678,Issued,2027-10-01,TELA VALLEY MHC,,"17707 TELEGRAPH ROAD, BROWNSTOWN MI 48174","4742 N. 24TH STREET, STE. 325, PHOENIX, AZ 85016",WAYNE,734-285-2288,487,06/29/1979,VIRGINIA CAMPBELL,602-600-6811,licensing@inspirecommunities.com,42.17718989999999,-83.2619176,,
509,509,509,1200681,Issued,2027-10-01,VACATION VILLAGE MOBILE HOME PARK,,"509 LAKE, ELK RAPIDS, MI 49629","10707 SHORE DR, WILLIAMSBURG, MI 49690",ANTRIM,2312648899,64,06/29/1979,GEORGE R KNIGHT,2312648899,,44.9010689,-85.3965457,,
510,510,510,1200683,Issued,2027-10-01,,,"7345 MILL STREET, VANDERBILT, MI 49795","4220 US HWY 23 S, ALPENA, MI 49707",OTSEGO,No Phone,20,06/29/1979,MATTHEW C PAPIN,9893546867,SALES@MICHIGANEASTSIDESALES.COM,45.1395801,-84.6644469,,
511,511,511,1200684,Issued,2027-10-01,,,"SANDS STREET AT RUSH STREET, PENTWATER, MI 49449","79 N WYTHE ST BOX 73, PENTWATER, MI 49449",OCEANA,2318698671,40,06/29/1979,MARY JO TODD,2318698671,,43.78713399999999,-86.4282682,,
512,512,512,1200685,Issued,2027-10-01,,,"271 N. EASTWOOD, HART, MI 49420","45225 GRAND RIVER AVE, NOVI, MI 48375",OCEANA,No Phone,63,06/29/1979,MARK M RAUKAR,2483492500,,43.7640805,-86.3562777,,
513,513,513,1200687,Issued,2027-10-01,,,"316 WEST MICHIGAN AVENUE, CLINTON, MI 49236","316 W MICHIGAN AVE, CLINTON, MI 49236",LENAWEE,5174564167,172,06/29/1979,KATHY D THOMAS,5174564167,,42.0793807,-83.9806255,,
514,514,514,1200695,Issued,2027-10-01,,,"650 W ADRIAN ST LOT 176, BLISSFIELD, MI 49228","650 W ADRIAN ST LOT 176, BLISSFIELD, MI 49228",LENAWEE,5174863730,235,06/29/1979,DANIEL D RUPP,5174863730,,41.83709169999999,-83.8794797,,
515,515,515,1200708,Issued,2027-10-01,,,"24600 JOY RD, REDFORD CHARTER TOWNSHIP MI 48239","9515 HILLWOOD DR, LAS VEGAS, NV 89134",WAYNE,3133854077,151,07/13/1979,EMILY WISURI,7026724015,COMPLIANCE@OSPREY-MANAGEMENT.COM,42.356785,-83.281573,,
516,516,516,1200709,Issued,2027-10-01,STRATFORD VILLA MOBILE HOME PARK,,"3333 STRATFORD WAY, WIXOM, MI 48076","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,8108512700,409,07/13/1979,GARY W GRIGLAK,8108512700,,42.5247555,-83.5363268,,
517,517,517,1200710,Issued,2027-10-01,WILLOW TREE VILLAGE MHC,,"3840 N RIATA, BAY CITY MI 48706","139 WALNUT BLVD, ROCHESTER, MI 48307",BAY,9892397802,78,07/13/1979,DANIEL VAN DOORNE,2486018400,DVANDOORNE@WEBUYPARKS.COM,43.6351365,-83.900959,,
518,518,518,1200711,Issued,2027-10-01,COUNTRY ACRES MANUFACTURED HOME COMMUNITY,,"300 KRISTY JO, CADILLAC, MI 49601","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WEXFORD,No Phone,182,10/21/2009,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,44.2485609,-85.4399349,,
519,519,519,1200712,Issued,2027-10-01,,,"4461 CLYDE PARK SW, GRAND RAPIDS, MI 49509","4893 ROCHESTER RD STE D, TROY, MI 48085",KENT,No Phone,160,07/13/1979,WILLIAM CONNELL,2486499964,wtconnell@comcast.net; w.massie@aol.com,42.8829003,-85.6870072,,
520,520,520,1200716,Issued,2027-10-01,,,"1340 POST ROAD, BELMONT, MI 49306","1340 POST DR NE, BELMONT, MI 49306",KENT,6167841636,259,07/13/1979,ANDREW FOCHTMAN,6162900222,CEO@ASPIRE-COMMUNITIES.COM,43.0747937,-85.6123238,,
521,521,521,1200718,Issued,2027-10-01,,,"1265 FARNSWORTH RD, LAPEER MI 48446","4893 ROCHESTER RD, TROY, MI 48085",LAPEER,No Phone,230,07/13/1979,WILLIAM T CONNELL,8106645411,,43.067656,-83.298828,,
522,522,522,1200727,Issued,2027-10-01,,,"1701 W. U.S. 10, SCOTTVILLE, MI 49454","1701 W US 10, SCOTTVILLE, MI 49454",MASON,2317579808,74,07/24/1979,DEBRA A FITCH,2317579808,,43.9551276,-86.3216191,,
523,523,523,1200730,Issued,2027-10-01,BARODA ESTATES,,"8836 STEVENSVILLE BARODA RD #7, BARODA, MI 49101","8836 STEVENSVILLE BARODA RD #7, BARODA, MI 49101",BERRIEN,2694221148,152,07/24/1979,JOHN BAIRD,2694221148,,41.9592766,-86.488211,,
524,524,524,1200731,Issued,2027-10-01,YOUNGS TRAILER PARK,,"521 E CHURCH ST, REED CITY MI 49677","17157 KATHYS WAY, HERSEY, MI 49639",OSCEOLA,No Phone,17,07/24/1979,TIM HANDY,2317961483,timh231@gmail.com,43.86932909999999,-85.5019409,,
525,525,525,1200740,Issued,2027-10-01,,,"14201 RIDGE RD, PLYMOUTH MI 48170","40220 GRAND RIVER AVE, NOVI, MI 48375",WAYNE,8103806150,635,07/24/1979,JEROME A RUGGIRELLO,2483806150,,42.3824786,-83.5293243,,
526,526,526,1200758,Issued,2027-10-01,,,"11100 DAVISON RD, DAVISON MI 48423","4600 COX RD STE 400, GLEN ALLEN, VA 23060",GENESEE,No Phone,190,07/30/1979,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,43.0333779,-83.4954164,,
527,527,527,1200763,Issued,2027-10-01,NORTHERN COUNTRY ESTATES,,"1030 M-76, ALGER, MI 48610","PO BOX 118, ALGER, MI 48610",ARENAC,9893872206,40,08/24/1979,CURTIS H BROWN,9893872206,,44.2157204,-84.1846762,,
528,528,528,1200784,Issued,2027-10-01,,,"7500 GRAND RIVER, BRIGHTON, MI 48116","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334",LIVINGSTON,2486260737,196,08/24/1979,JOEL BROWN,2486260737,,42.564245,-83.8055312,,
529,529,529,1200793,Issued,2027-10-01,PARKWOOD GREEN VILLAGE,,"630 SCHULTZ ROAD, SPARTA, MI 49345","1 JACK PINE STREET, SPARTA, MI 49345",KENT,No Phone,108,08/24/1979,KIM ARNOLD,6162055004,PARKWOODGREENVILLAGE@GMAIL.COM,43.1327331,-85.686564,,
530,530,530,1200794,Issued,2027-10-01,ROCHESTER ESTATES,,"700 LEGRAND, ROCHESTER, MI 48063","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,8108512700,775,08/24/1979,GARY W GRIGLAK,8108512700,,42.66934746427868,-83.10678250223859,,
531,531,531,1200797,Issued,2027-10-01,BELLE MOBILE VILLAGE,,"18100 ELWELL RD LOT 118, BELLEVILLE MI 48111","1607 E BIG BEAVER #210, TROY, MI 48083",WAYNE,2489288100,118,08/24/1979,WALTER BRUCE KNIGHT,2489288100,,42.1693421,-83.5024963,,
532,532,532,1200799,Issued,2027-10-01,,,"1259 MC DEVITT, JACKSON, MI 49203","8255 CASCADE STE 120, COMMERCE TWP, MI 48382",JACKSON,2483636111,206,08/24/1979,TERESA I SCHENK,2483636111,,42.1949774,-84.380581,,
533,533,533,1200805,Issued,2027-10-01,NORTHWOODS COMMUNITY,,"2100 NORTH HINTZ ROAD, OWOSSO, MI 48867","1200 W MAIN STREET, OWOSSO, MI 48867",SHIAWASSEE,9897236913,97,08/30/1979,RODNEY B CONSTINE,9897236913,,43.02887430000001,-84.1481492,,
534,534,534,1200808,Issued,2027-10-01,,,"1515 RIDGE RD, YPSILANTI MI 48197","28411 NORTHWESTERN HWY., STE. 900, SOUTHFIELD, MI 48034",WASHTENAW,2483583777,373,09/06/1979,PAUL SHARE,2483583777,westridge@yorkproperties.com,42.2625624,-83.5548905,,
535,535,535,1200811,Issued,2027-10-01,,,"8800 MARKET ST., PITTSFORD, MI 49271","8800 MARKET ST PO BOX 234, PITTSFORD, MI 49271-0234",HILLSDALE,5175233696,14,09/07/1979,BRUCE G COLEMAN,5175233696,,41.8626553,-84.4789469,,
536,536,536,1200817,Issued,2027-10-01,BRENTWOOD ESTATES,,"3278 BRENTWOOD DRIVE, BAY CITY MI 48706","17602 17TH ST SUITE 102 #289, TUSTIN, CA 92780",BAY,9893914118,150,09/13/1979,STEVE N MCCROSKY,9495003378,SMCCROSKY@GMAIL.COM,43.6425607,-83.9214877,,
537,537,537,1200823,Issued,2027-10-01,,,"26855 HAGGERTY ROAD, NOVI, MI 48377","44109 OLD GRAND RIVER W, NOVI, MI 48375",OAKLAND,2483490120,311,09/14/1979,RUSSELL A BUTTON,2483498178,countrycousininc@att.net,42.4872577,-83.4359316,,
538,538,538,1200825,Issued,2027-10-01,SUNSET MOBILE HOME PARK,,"854 WEST SANILAC ROAD, SANDUSKY, MI 48471","5056 ARGYLE RD, DECKER, MI 48426",SANILAC,8106483741,105,09/21/1979,PAUL J SEFTON,9893251379,,43.4220524,-82.7964196,,
539,539,539,1200826,Issued,2027-10-01,,,"4396 132ND AVE, HAMILTON, MI 49419","5240 143RD AVE, HOLLAND, MI 49423",ALLEGAN,6163924247,59,09/21/1979,HEIDI L SLAGH,6166104307,heidi.shadyacres@gmail.com,42.6508,-85.9763083,,
540,540,540,1200831,Issued,2027-10-01,,,"1236 COUNTY ROAD 200, HIGGINS LAKE, MI 48653","1050 CONSERVATION CT, ADA, MI 49301",ROSCOMMON,2313692516,20,09/21/1979,SCOTT SOUTHLAND,616 293 0002,CARABETHBRACK@YAHOO.COM,44.4644727,-84.7391043,,
541,541,541,1200838,Issued,2027-10-01,,,"2750 W HIGGINS LAKE DR, ROSCOMMON MI 48653","2750 W. HIGGINS LAKE DR #B, ROSCOMMON, MI 48653",ROSCOMMON,517-256-9777,10,09/21/1979,STEPHEN R CZERNESKI,5172569777,wagonwheelestates2750@gmail.com,44.4483567,-84.7095962,,
542,542,542,1200841,Issued,2027-10-01,LEISURE ESTATES/VILLAGE MOBILE HOME COMMUNITY,,"523 BUTTERNUT DRIVE, HOLLAND, MI 49423","PO BOX 339687, FARMINGTON HILLS, MI 48333",OTTAWA,2488512700,438,09/21/1979,GARY W GRIGLAK,2488512700,,42.8145622,-86.1217521,,
543,543,543,1200846,Issued,2027-10-01,,,"7005 SHELDON RD, WHITMORE LAKE MI 48189","40220 GRAND RIVER AVE, NOVI, MI 48375",LIVINGSTON,2483806150,152,10/11/1979,JEROME RUGGIRELLO,2483806150,,42.43101739999999,-83.8067421,,
544,544,544,1200847,Issued,2027-10-01,,,"1305 NORTH SPRING ST LOT 69, GLADWIN, MI 48624","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334",GLADWIN,No Phone,113,10/11/1979,MARK G ZARTARIAN,9894266770,MARK@FREEDMANGOLDBERG.COM,43.9925057,-84.49732,,
545,545,545,1200851,Issued,2027-10-01,,,"11067 E MT MORRIS RD, DAVISON MI 48423","4893 ROCHESTER RD STE D, TROY, MI 48085",GENESEE,No Phone,104,10/11/1979,WILLIAM T CONNELL,8106316470,,43.1281361,-83.4958264,,
546,546,546,1200852,Issued,2027-10-01,LAKEVIEW ESTATES,,"37111 MAIN STREET, NEW BALTIMORE, MI 48047","PO BOX 154, NEW BALTIMORE, MI 48047-0154",MACOMB,No Phone,42,10/11/1979,FRED PARKER,5864843961,,42.6851835,-82.7276017,,
547,547,547,1200863,Issued,2027-10-01,,,"16105 DOYLE RD, HEMLOCK MI 48626","129 S GRANGER ST, SAGINAW, MI 48602",SAGINAW,3035175454,159,10/12/1979,WILLIAM WALLACE,7202171751,WILLIAMWALLACE21@ICLOUD.COM,43.40631519999999,-84.2347949,,
548,548,548,1200866,Issued,2027-10-01,LAFAYETTE PLACE,,"21155 WARNER, WARREN, MI 48091","27777 FRANKLIN RD STE 3000, SOUTHFIELD, MI 48034",MACOMB,5867552800,254,10/12/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.4510759,-83.0768119,,
549,549,549,1200877,Issued,2027-10-01,,,"2965 PATTERSON ROAD R#3, WAYLAND, MI 49348","5808 W 101ST ST, OAKLAWN, IL 60453",BARRY,No Phone,117,10/12/1979,ROBERT J DYKSTRA,7088465640,,42.6102423,-85.5424835,,
550,550,550,1200884,Issued,2027-10-01,WOODHAVEN PLACE ESTATES MANUFACTURED HOME COMMUN,,"23501 VAN HORN RD, WOODHAVEN, MI 48183","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WAYNE,7347824411,220,10/12/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.1217064,-83.2606364,,
551,551,551,1200885,Issued,2027-10-01,RICHMOND PLACE ESTATES MANUFACTURED HOME COMMUNI,,"36401 DIVISION ROAD, RICHMOND, MI 48062","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",MACOMB,5867279580,117,10/12/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8096041,-82.7513853,,
552,552,552,1200886,Issued,2027-10-01,ST CLAIR PLACE ESTATES MANUFACTURED HOME COMMUN,,"2700 COX, ST. CLAIR, MI 48079","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",ST CLAIR,8103299691,100,10/12/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.827406,-82.513021,,
553,553,553,1200896,Issued,2027-10-01,,,"182 EAST D AVENUE, KALAMAZOO, MI 49004","182 EAST D AVE, KALAMAZOO, MI 49004",KALAMAZOO,No Phone,76,10/12/1979,BURTON P ADAM,2693425496,,42.37595109999999,-85.5883796,,
554,554,554,1200897,Issued,2027-10-01,,,"28261 VAN BORN RD, ROMULUS MI 48174","9515 HILLWOOD DR, LAS VEGAS, NV 89134",WAYNE,3133855822,208,10/12/1979,EMILY WISURI,7026724015,COMPLIANCE@OSPREY-MANAGEMENT.COM,42.2679732,-83.3176872,,
555,555,555,1200906,Issued,2027-10-01,SPRING LAKE,,"604 W JOHN BEERS ROAD, STEVENSVILLE, MI 49127","2265 LIVERNOIS STE 500, TROY, MI 48083",BERRIEN,2483624150,389,10/12/1979,KAMAL H SHOUHAYIB,2483624150,,42.010137,-86.4695162,,
556,556,556,1200911,Issued,2027-10-01,,,"401 SOUTH ST. JOHNS STREET, ITHACA, MI 48847","401 S ST JOHNS ST, ITHACA, MI 48847",GRATIOT,9898754700,128,10/12/1979,DAVID D ROSLUND,9898754700,DFOX@MGTCONTROL.COM,43.2871214,-84.5996302,,
557,557,557,1200912,Issued,2027-10-01,,,"629 EAST LAKE ROAD, HARBOR SPRINGS, MI 49740","1340 POST DR NE, BELMONT, MI 49306",EMMET,6167841636,68,10/12/1979,ANDREW FOCHTMAN,6162900222,CEO@ASPIRE-COMMUNITIES.COM,45.435576,-84.9788608,,
558,558,558,1200914,Issued,2027-10-01,PINEBROOK VILLAGE,,"444 BELLEWOOD, SE, GRAND RAPIDS, MI 49508","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,185,10/12/1979,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8599532,-85.6518362,,
559,559,559,1200918,Issued,2027-10-01,,,"1701 FAIRLAWN, HOWELL, MI 48843","4895 CURDY RD, HOWELL, MI 48855",LIVINGSTON,5175465353,48,10/18/1979,THOMAS W LASHBROOK,5175465353,FAIRLAWNMEADOWS@GMAIL.COM,42.6228263,-83.9148135,,
560,560,560,1200923,Issued,2027-10-01,INDIAN VILLAGE MOBILE HOME PARK I,,"2600 E SOUTH ST, JACKSON MI 49201","2600 E SOUTH ST, JACKSON, MI 49201",JACKSON,5177643608,300,11/19/1979,MELINDA TROTTI,4199802850,INFO@MOBILEHOMESOMMUNITYLIVING.COM,42.2191872,-84.3561718,,
561,561,561,1200932,Issued,2027-10-01,BAY SHORE ESTATES MOBILE HOME PARK,,"7463 OLD US 31 HIGHWAY, PETOSKEY, MI 49770","PO BOX 481, MILFORD, MI 48381",EMMET,2483489039,83,01/23/1980,THOMAS S DARLING,2487019039,TERRYMARIE101@AOL.COM,45.3574086,-85.0925301,,
562,562,562,1200934,Issued,2027-10-01,LAKEVIEW VILLAGE MOBILE HOME PARK,,"526 NORTH LAKE STREET, BOYNE CITY, MI 49712","1340 POST DR NE, Belmont, MI 49306",CHARLEVOIX,6167841636,171,01/25/1980,ANDREW FOCHTMAN,6162900222,CEO@ASPIRE-COMMUNITIES.COM,45.2228329,-85.0153789,,
563,563,563,1200936,Issued,2027-10-01,,,"11043 11 MILE RD, MECOSTA, MI 49332","11043 11 MILE RD, MECOSTA, MI 49332",MECOSTA,2319728351,8,01/31/1980,DAVID H LEWIS,2319728351,,43.6265424,-85.3053997,,
564,564,564,1200938,Issued,2027-10-01,,,"7321 WHITE RD LOT 74, MUSKEGON, MI 49442","7321 WHITE ROAD #74, MUSKEGON, MI 49442",MUSKEGON,2317882213,128,10/04/1979,JOSH REBEDEW,6168379793,JDEW32@GMAIL.COM,43.2627646,-86.065079,,
565,565,565,1200954,Issued,2027-10-01,,,"4991 WIXOM ROAD, BEAVERTON, MI 48612","4991 WIXOM DR, BEAVERTON, MI 48612",GLADWIN,5864055123,68,04/08/1980,DAVID LOUIS CLARKSON,5864055123,,43.8437431,-84.3356246,,
566,566,566,1200959,Issued,2027-10-01,,,"411 DAILEY DRIVE, REED CITY, MI 49677","411 DAILEY DR, REED CITY, MI 49677",OSCEOLA,2318324711,49,05/07/1980,JASON DAILEY,2318324711,,43.879193,-85.526569,,
567,567,567,1200961,Issued,2027-10-01,WOODS & FIELDS COMMUNITIES WEST,,"2627 WEST M-21, OWOSSO, MI 48867","1200 W MAIN STREET, OWOSSO, MI 48867",SHIAWASSEE,9897236043,72,05/09/1980,RODNEY B CONSTINE,9897236913,,42.997403,-84.220737,,
568,568,568,1200963,Issued,2027-10-01,HURON ESTATES MOBILE HOME COMMUNITY,,"22000 INKSTER ROAD, ROMULUS, MI 48174","PO BOX 339687, FARMINGTON HILLS, MI 48333",WAYNE,No Phone,807,03/28/1979,GARY GRIGLAK,2487371472,,42.1448393,-83.31006,,
569,569,569,1200966,Issued,2027-10-01,KEY MOBILE HOME COURT,,"221 LAKEVIEW DR, GLADWIN, MI 48624","5820 HEMPSTEAD RD, OXFORD, MI 48371",GLADWIN,9894269297,32,07/01/1980,JOHN CALIN,5862141169,calinz1@aol.com,43.9850277,-84.3563204,,
570,570,570,1200967,Issued,2027-10-01,,,"4385 VAN ETTAN DAM RD, OSCODA MI 48750","PO BOX 1200, BRIGHTON, MI 48116",IOSCO,No Phone,32,07/02/1980,ROBERT E DAVIS,5868509762,,44.4496292,-83.3390178,,
571,571,571,1200971,Issued,2027-10-01,,,"6564 EAST MICHIGAN AVENUE, SALINE, MI 48175","9935 NORMAN RD, CLARKSTON, MI 48348",WASHTENAW,No Phone,148,12/01/1978,LAURIE A ALLI,2487361281,,42.19414219999999,-83.7210341,,
572,572,572,1200974,Issued,2027-10-01,,,"7400 MICHIGAN HEIGHTS DR, CHARLEVOIX, MI 49720","2550 TELEGRAPH RD STE 200, BLOOMFIELD HILLS, MI 48302",CHARLEVOIX,2486832500,108,09/25/1980,MATTHEW B LESTER,2486832500,,45.3686549,-85.1274871,,
573,573,573,1200979,Issued,2027-10-01,EAST VILLAGE ESTATES,,"57400 BEDFORD BLVD, WASHINGTON MI 48034","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",MACOMB,No Phone,708,10/15/1980,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.7177036,-83.0218478,,
574,574,574,1200983,Issued,2027-10-01,HILLVIEW MOBILE ESTATES,,"6545 E CENTER ST, COLOMA MI 49038","6640 RED ARROW HWY, COLOMA, MI 49038",BERRIEN,No Phone,88,01/16/1980,ROBERT G HOWELL,2693252652,JHJESSIELEE@GMAIL.COM,42.187287,-86.298761,,
575,575,575,1200989,Issued,2027-10-01,,,"13380 M-60, CONCORD, MI 49237","45225 GRAND RIVER AVE, NOVI, MI 48375",JACKSON,2483492500,82,08/05/1981,MARK M RAUKAR,2483492500,,42.1278092,-84.919046,,
576,576,576,1200994,Issued,2027-10-01,,,"GARNER DRIVE, IMLAY CITY, MI 48444","PO BOX 385, IMLAY CITY, MI 48444",LAPEER,8104447008,12,09/15/1981,ROBERT C BOSSMAN,8104447008,,43.0471982,-83.1164423,,
577,577,577,1200999,Issued,2027-10-01,NOVI MEADOWS MOBILE HOME PARK,,"26250 VIRGINIA AVENUE, NOVI, MI 48374","PO BOX 339687, FARMINGTON HILLS, MI 48333",OAKLAND,No Phone,401,12/15/1981,GARY W GRIGLAK,2488512700,,42.4830485,-83.5525703,,
578,578,578,1201003,Issued,2027-10-01,KING ARTHURS COURT,,"2201 EAST STATE ROAD, LANSING, MI 48906","PO BOX 339687, FARMINGTON HILLS, MI 48333",CLINTON,2488512700,425,06/15/1982,GARY W GRIGLAK,2488512700,,42.78550000000001,-84.5188563,,
579,579,579,1201009,Issued,2027-10-01,BROOKSHIRE MEADOWS,,"7635 QUAIL RUN, GRAND RAPIDS, MI 49508","PO BOX 989, JENISON, MI 49429-0989",KENT,6164556120,303,12/28/1982,DAVID MAIER,616 299 7731,BROOKSHIREMEADOWS@GMAIL.COM,42.82466520000001,-85.6560297,,
580,580,580,1201010,Issued,2027-10-01,DUTTON MILL VILLAGE,,"6720 WEST MILL RUN, CALEDONIA, MI 49316","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",KENT,No Phone,307,12/29/1982,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.8455728,-85.5779327,,
581,581,581,1201011,Issued,2027-10-01,WHISPERING PINES MOBILE HOME PARK,,"9397 ALPINE AVENUE, SPARTA, MI 49345","1340 POST DR NE, BELMONT, MI 49306",KENT,6167841636,50,02/02/1983,ANDREW FOCHTMAN,6162900222,CEO@ASPIRE-COMMUNITIES.COM,43.1345304,-85.6917723,,
582,582,582,1201024,Issued,2027-10-01,RUDGATE CLINTON MOBILE HOME PARK,,"20475 FOSTER DR, CLINTON TOWNSHIP MI 48036","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",MACOMB,2486896060,667,11/06/1984,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.57779559999999,-82.9138487,,
583,583,583,1201026,Issued,2027-10-01,RIVER HAVEN,,"14546 MERCURY DRIVE, GRAND HAVEN, MI 49417","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OTTAWA,2482082500,721,12/12/1984,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITEIS.COM,43.0224859,-86.14866,,
584,584,584,1201029,Issued,2027-10-01,,,"30600 VAN BORN RD, WESTLAND MI 48186","4600 COX RD STE 400, GLEN ALLEN, VA 23060",WAYNE,No Phone,772,09/04/1985,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,42.2679546,-83.3416515,,
585,585,585,1201031,Issued,2027-10-01,,,"1330 E MAPLE, FLINT, MI 48507","4600 COX RD STE 400, GLEN ALLEN, VA 23060",GENESEE,No Phone,302,11/05/1985,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,42.9551003,-83.6807157,,
586,586,586,1201032,Issued,2027-10-01,SANDHILL ESTATES,,"4063 BOWERS RD, ATTICA, MI 48412","4063 BOWERS RD, ATTICA, MI 48412",LAPEER,810 721 9112,50,11/26/1985,JOHN BENNER,8102451427,MARKD@HIGHLANDTREATMENT.COM,43.0624004,-83.1849594,,
587,587,587,1201035,Issued,2027-10-01,SCIO FARMS,,"6655 JACKSON RD, ANN ARBOR MI 48103","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",WASHTENAW,7346638822,913,01/29/1986,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.2909626,-83.8628704,,
588,588,588,1201038,Issued,2027-10-01,EVERGREEN VILLAGE MHP,,"146 N SMITH, HESPERIA, MI 49421","PO BOX 457, CEDAREDGE, CO 81413",NEWAYGO,No Phone,99,08/01/1986,DAVID H REYNOLDS,9706286525,licenses@rvhmanagement.com,43.5689029,-86.0395071,,
589,589,589,1201039,Issued,2027-10-01,SHEFFIELD ESTATES MHP,,"165 OPDYKE, AUBURN HILLS, MI 48057","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034",OAKLAND,2483323400,228,06/24/1986,BRUCE THELEN,2482082500,LICENSING@SUNCOMMUNITIES.COM,42.6318667,-83.2490852,,
590,590,590,1201042,Issued,2027-10-01,,,"5406 TORREY RD, FLINT, MI 48057","4600 COX RD STE 400, GLEN ALLEN, VA 23060",GENESEE,No Phone,377,11/12/1986,ROSS DEBOLT,8049672567,RDEBOLT@PLNDV.COM,42.9491181,-83.7371794,,
591,591,591,1201043,Issued,2027-10-01,PARK PLACE COMMUNITY,,"200 EUREKA ST, CLIO, MI 48420","PO BOX 989, JENISON, MI 49429-0989",GENESEE,6164576900,160,12/05/1986,DAVID MAIER,616 299 7731,brookshiremeadows@gmail.com,43.1741518,-83.7337858,,
