,Name,Address,City.State,ZIP,Sites,Url,House district,Senate district,FullstreetAddress,latitude,longitude,County,state
566,Hidden Valley Mobile Home Park,"3856 South Stage Road,","Ionia, MI",48846,50,https://www.mhvillage.com/parks/15689,78,33,"3856 South Stage Road, Ionia, MI 48846",43.0456724,-84.99567645,Ionia County,Michigan
567,Meadow Lane Estates,"401 South Saint Johns Street,","Ithaca, MI",48847,128,https://www.mhvillage.com/parks/15661,92,34,"401 South Saint Johns Street, Ithaca, MI 48847",43.28741799,-84.599685,Gratiot County,Michigan
568,Quiet Cove,"12675 Colby Lake Road,","Laingsburg, MI",48848,43,https://www.mhvillage.com/parks/15408,75,28,"12675 Colby Lake Road, Laingsburg, MI 48848",42.80976799,-84.32145703,Shiawassee County,Michigan
569,Moon Lake Estates,"12700 South Colby Lake Road,","Laingsburg, MI",48848,92,https://www.mhvillage.com/parks/15325,75,28,"12700 South Colby Lake Road, Laingsburg, MI 48848",42.81009999,-84.32522302,Shiawassee County,Michigan
570,Lakewood Estates,"1615 Tupperlake Street,","Lake Odessa, MI",48849,89,https://www.mhvillage.com/parks/15687,78,18,"1615 Tupperlake Street, Lake Odessa, MI 48849",42.78605998,-85.12943704,Ionia County,Michigan
571,Slater's Mobile Home Village,"728 Jordan Lake Avenue,","Lake Odessa, MI",48849,NA,https://www.mhvillage.com/parks/530,78,18,"728 Jordan Lake Avenue, Lake Odessa, MI 48849",42.77889209,-85.13322611,Ionia County,Michigan
572,Tamarack Meadows,"1601 Hiddenview Dr,","Lakeview, MI",48850,135,https://www.mhvillage.com/parks/32162,91,33,"1601 Hiddenview Dr, Lakeview, MI 48850",43.43426825,-85.26289932,Montcalm County,Michigan
573,Sycamore Village,"900 West Columbia Road,","Mason, MI",48854,396,https://www.mhvillage.com/parks/233,73,21,"900 West Columbia Road, Mason, MI 48854",42.58201999,-84.37782497,Ingham County,Michigan
574,Mason Manor,"2179 Hull Road,","Mason, MI",48854,269,https://www.mhvillage.com/parks/275,73,21,"2179 Hull Road, Mason, MI 48854",42.52146655,-84.44198759,Ingham County,Michigan
575,Mason Mobile LLC,"1470 Harper Road,","Mason, MI",48854,35,https://www.mhvillage.com/parks/15227,73,21,"1470 Harper Road, Mason, MI 48854",42.61467001,-84.40199396,Ingham County,Michigan
576,Waldon Woods Family Recreation Resort,"2975 North Old Us 23,","Howell, MI",48855,NA,https://www.mhvillage.com/parks/16055,50,22,"2975 North Old Us 23, Howell, MI 48855",42.64778402,-83.75786599,Livingston County,Michigan
577,Morrice Meadows,"335 E. Third St,","Morrice, MI",48857,102,https://www.mhvillage.com/parks/15983,71,28,"335 E. Third St, Morrice, MI 48857",42.83902712,-84.17229244,Shiawassee County,Michigan
578,The Crossings On Broadway,"5402 East Broadway Road,","Mount Pleasant, MI",48858,225,https://www.mhvillage.com/parks/16022,92,34,"5402 East Broadway Road, Mount Pleasant, MI 48858",43.60180302,-84.74082099,Isabella County,Michigan
579,Broadway Acres,"5400 Kay Street,","Mount Pleasant, MI",48858,71,https://www.mhvillage.com/parks/15720,92,34,"5400 Kay Street, Mount Pleasant, MI 48858",43.60793403,-84.73957986,Isabella County,Michigan
580,Maple View Estates East,"1955 S. Chippewa Road,","Mount Pleasant, MI",48858,136,https://www.mhvillage.com/parks/15635,92,34,"1955 S. Chippewa Road, Mount Pleasant, MI 48858",43.61376701,-84.62544301,Isabella County,Michigan
581,Isabella Village,"5232 East Broadway Road,","Mount Pleasant, MI",48858,170,https://www.mhvillage.com/parks/15905,92,34,"5232 East Broadway Road, Mount Pleasant, MI 48858",43.60244901,-84.74492402,Isabella County,Michigan
582,Summerhill Village,"5280 Mission Road,","Mount Pleasant, MI",48858,305,https://www.mhvillage.com/parks/15633,92,34,"5280 Mission Road, Mount Pleasant, MI 48858",43.56328599,-84.77320599,Isabella County,Michigan
583,Oakview Mobile Estates,"1800 East Jordan Road,","Mount Pleasant, MI",48858,46,https://www.mhvillage.com/parks/15631,92,34,"1800 East Jordan Road, Mount Pleasant, MI 48858",43.65320998,-84.81442601,Isabella County,Michigan
584,Country Place Park,"4151 East Jordan Road,","Mount Pleasant, MI",48858,66,https://www.mhvillage.com/parks/15634,92,34,"4151 East Jordan Road, Mount Pleasant, MI 48858",43.655398,-84.76563897,Isabella County,Michigan
585,Mount Pleasant Mobile Home Park,"505 South Bradley Rd.,","Mount Pleasant, MI",48858,120,https://www.mhvillage.com/parks/15588,92,34,"505 South Bradley Rd., Mount Pleasant, MI 48858",43.599578,-84.79634901,Isabella County,Michigan
586,Broomfield Valley Mobile Home Park,"6553 West Remus Road,","Mount Pleasant, MI",48858,85,https://www.mhvillage.com/parks/15587,92,34,"6553 West Remus Road, Mount Pleasant, MI 48858",43.59583401,-84.98177104,Isabella County,Michigan
587,Maple View Estates West,"10749 East Pickard,","Mount Pleasant, MI",48858,37,https://www.mhvillage.com/parks/15632,92,34,"10749 East Pickard, Mount Pleasant, MI 48858",43.61194711,-84.63272914,Isabella County,Michigan
588,Winslow's Mobile Home Terrace,"734 West Grand River Avenue,","Okemos, MI",48864,72,https://www.mhvillage.com/parks/15230,75,28,"734 West Grand River Avenue, Okemos, MI 48864",42.71298198,-84.37609497,Ingham County,Michigan
589,Woodcreek Mobile Estates,"6600 North State Road,","Orleans, MI",48865,30,https://www.mhvillage.com/parks/15684,78,33,"6600 North State Road, Orleans, MI 48865",43.084743,-85.07501182,Ionia County,Michigan
590,Long Lake Mobile Home Estates,"2701 West Long Lake Road,","Orleans, MI",48865,25,https://www.mhvillage.com/parks/504,91,33,"2701 West Long Lake Road, Orleans, MI 48865",43.107518,-85.12909699,Ionia County,Michigan
591,Schmid Farm Estates,"5590 N State Road,","Orleans, MI",48865,14,https://www.mhvillage.com/parks/87313,91,33,"5590 N State Road, Orleans, MI 48865",43.070509,-85.07246902,Ionia County,Michigan
592,Maple Leaf Community,"8701 East M-21,","Ovid, MI",48866,76,https://www.mhvillage.com/parks/32680,71,28,"8701 East M-21, Ovid, MI 48866",43.00368202,-84.39089297,Clinton County,Michigan
593,Maple Valley Subdivision,"Meridian Road - Po Box 135,","Ovid, MI",48866,35,https://www.mhvillage.com/parks/605,75,28,"Meridian Road - Po Box 135, Ovid, MI 48866",42.9455334,-84.36634329,Clinton County,Michigan
594,Candlewick Court,"1800 Candlewick Drive,","Owosso, MI",48867,211,https://www.mhvillage.com/parks/383,71,28,"1800 Candlewick Drive, Owosso, MI 48867",42.98082302,-84.18990901,Shiawassee County,Michigan
595,Northwoods Community,"2100 North Hintz Road,","Owosso, MI",48867,97,https://www.mhvillage.com/parks/15409,71,28,"2100 North Hintz Road, Owosso, MI 48867",43.02951299,-84.147267,Shiawassee County,Michigan
596,Woods & Fields West,"2627 West M 21,","Owosso, MI",48867,72,https://www.mhvillage.com/parks/39603,71,28,"2627 West M 21, Owosso, MI 48867",42.995122,-84.21954298,Shiawassee County,Michigan
597,Woods and Fields East,"2450 Krouse Road,","Owosso, MI",48867,323,https://www.mhvillage.com/parks/379,71,28,"2450 Krouse Road, Owosso, MI 48867",42.98318699,-84.21725116,Shiawassee County,Michigan
598,Pleasant Valley Trailer Court,"1704 South M-52,","Owosso, MI",48867,NA,https://www.mhvillage.com/parks/15867,71,28,"1704 South M-52, Owosso, MI 48867",42.973119,-84.18821402,Shiawassee County,Michigan
599,Countryside Village,"4600 West Britton Road,","Perry, MI",48872,359,https://www.mhvillage.com/parks/381,71,28,"4600 West Britton Road, Perry, MI 48872",42.83412332,-84.25033705,Shiawassee County,Michigan
600,Pine Haven Estates LLC,"10400 Pewamo Road,","Pewamo, MI",48873,50,https://www.mhvillage.com/parks/15904,93,33,"10400 Pewamo Road, Pewamo, MI 48873",43.0016777,-84.8733072,Ionia County,Michigan
601,Cedar Hill Trailer Park,"11211 East Nickleplate Road,","Pewamo, MI",48873,13,https://www.mhvillage.com/parks/15691,93,33,"11211 East Nickleplate Road, Pewamo, MI 48873",43.03360901,-84.851729,Ionia County,Michigan
602,Sunset Ridge,"7204 East Grand River Avenue,","Portland, MI",48875,190,https://www.mhvillage.com/parks/32569,78,33,"7204 East Grand River Avenue, Portland, MI 48875",42.86757298,-84.93081896,Ionia County,Michigan
603,Parkview Estates,"299 Bristie St,","Portland, MI",48875,75,https://www.mhvillage.com/parks/15682,78,33,"299 Bristie St, Portland, MI 48875",42.86412347,-84.88708924,Ionia County,Michigan
604,West Wind Court,"5448 West Grand River Ave,","Portland, MI",48875,11,https://www.mhvillage.com/parks/15686,78,33,"5448 West Grand River Ave, Portland, MI 48875",42.87159689,-84.90986765,Ionia County,Michigan
605,Sunset View Mobile Home Park,"926 Hill Street,","Portland, MI",48875,35,https://www.mhvillage.com/parks/15692,78,33,"926 Hill Street, Portland, MI 48875",42.86163101,-84.89772704,Ionia County,Michigan
606,Independence Commons,"1776 Constitution Circle,","Potterville, MI",48876,340,https://www.mhvillage.com/parks/15911,76,21,"1776 Constitution Circle, Potterville, MI 48876",42.62755798,-84.75108003,Eaton County,Michigan
607,Valley Springs Mobile Home Park,"4723 Hartel Road,","Potterville, MI",48876,81,https://www.mhvillage.com/parks/15220,76,21,"4723 Hartel Road, Potterville, MI 48876",42.63620199,-84.74101403,Eaton County,Michigan
608,Westwind Mobile Home Park,"3640 East Rosebush Road,","Rosebush, MI",48878,NA,https://www.mhvillage.com/parks/15636,92,34,"3640 East Rosebush Road, Rosebush, MI 48878",43.69847592,-84.77520985,Isabella County,Michigan
609,The Meadows of St Johns,"2265 W Parks Rd - Lot #1,","Saint Johns, MI",48879,216,https://www.mhvillage.com/parks/15106,75,28,"2265 W Parks Rd - Lot #1, Saint Johns, MI 48879",42.96868099,-84.56559203,Clinton County,Michigan
610,Saint Johns Estates,"609 North Morton Street,","Saint Johns, MI",48879,112,https://www.mhvillage.com/parks/15105,75,28,"609 North Morton Street, Saint Johns, MI 48879",43.0070805,-84.56679705,Clinton County,Michigan
611,Evergreen Village,"21 Evergreen Drive,","Saint Louis, MI",48880,183,https://www.mhvillage.com/parks/15580,92,34,"21 Evergreen Drive, Saint Louis, MI 48880",43.3974422,-84.62453194,Gratiot County,Michigan
612,Nesen's Countryside Park,"600 Cheesman Road,","Saint Louis, MI",48880,77,https://www.mhvillage.com/parks/15948,92,34,"600 Cheesman Road, Saint Louis, MI 48880",43.40248501,-84.61910604,Gratiot County,Michigan
613,Woodland Estates,"953 East Monroe Road,","Saint Louis, MI",48880,34,https://www.mhvillage.com/parks/15663,92,34,"953 East Monroe Road, Saint Louis, MI 48880",43.410142,-84.59109699,Gratiot County,Michigan
614,Glenview Mobile Home Park,"4090 Jackson Road,","Saranac, MI",48881,13,https://www.mhvillage.com/parks/15690,78,18,"4090 Jackson Road, Saranac, MI 48881",42.92849898,-85.19409504,Ionia County,Michigan
615,Grieves Trailer Park,"178 Washington Street,","Saranac, MI",48881,5,https://www.mhvillage.com/parks/15685,78,18,"178 Washington Street, Saranac, MI 48881",42.92574301,-85.21733999,Ionia County,Michigan
616,Carl Chase,"2020 Johnson Road,","Saranac, MI",48881,NA,https://www.mhvillage.com/parks/16000,78,33,"2020 Johnson Road, Saranac, MI 48881",42.957911,-85.17417796,Ionia County,Michigan
617,Maple Leaf Village,"8649 South Loomis Road,","Shepherd, MI",48883,20,https://www.mhvillage.com/parks/33825,92,34,"8649 South Loomis Road, Shepherd, MI 48883",43.51597099,-84.66626698,Isabella County,Michigan
618,Sheridan Mobile Home Park,"453 East Condensery Road,","Sheridan, MI",48884,26,https://www.mhvillage.com/parks/15653,91,33,"453 East Condensery Road, Sheridan, MI 48884",43.20653602,-85.06573902,Montcalm County,Michigan
619,White Oak Acres,"Wood Road,","Sheridan, MI",48884,34,https://www.mhvillage.com/parks/16017,91,33,"Wood Road, Sheridan, MI 48884",43.19915625,-85.00972785,Montcalm County,Michigan
620,Pleasure Point RV Resort,"10020 N Musson Rd.,","Six Lakes, MI",48886,NA,https://www.mhvillage.com/parks/83639,91,33,"10020 N Musson Rd., Six Lakes, MI 48886",43.43831997,-85.12431299,Montcalm County,Michigan
621,Stanton Mobile Home Community,"101 Rachael,","Stanton, MI",48888,50,https://www.mhvillage.com/parks/15656,91,33,"101 Rachael, Stanton, MI 48888",43.29592516,-85.08749002,Montcalm County,Michigan
622,Stoney Lake Mobile Home Park,"2650 Stoney Lake Blvd.,","Stanton, MI",48888,14,https://www.mhvillage.com/parks/15652,91,33,"2650 Stoney Lake Blvd., Stanton, MI 48888",43.254616,-85.078133,Montcalm County,Michigan
623,Hamlin,"5325 Van Orden Road,","Webberville, MI",48892,209,https://www.mhvillage.com/parks/15107,73,22,"5325 Van Orden Road, Webberville, MI 48892",42.63988998,-84.15437401,Ingham County,Michigan
624,"Webbervilla, LLC","400 West Grand River Avenue,","Webberville, MI",48892,174,https://www.mhvillage.com/parks/15232,73,22,"400 West Grand River Avenue, Webberville, MI 48892",42.66852202,-84.18065597,Ingham County,Michigan
625,Knolls Of Hamlin,"5247 Van Orden,","Webberville, MI",48892,23,https://www.mhvillage.com/parks/37739,73,22,"5247 Van Orden, Webberville, MI 48892",42.638052,-84.15766098,Ingham County,Michigan
626,Westphalia Mobile Home Court,"13606 Jason Rd,","Westphalia, MI",48894,8,https://www.mhvillage.com/parks/15216,77,28,"13606 Jason Rd, Westphalia, MI 48894",42.91666998,-84.79131199,Clinton County,Michigan
627,Village Square,"875 West Grand River Avenue,","Williamston, MI",48895,100,https://www.mhvillage.com/parks/15229,73,28,"875 West Grand River Avenue, Williamston, MI 48895",42.68612699,-84.29502998,Ingham County,Michigan
628,Williamston Lakes,"2300 East Grand River,","Williamston, MI",48895,71,https://www.mhvillage.com/parks/15913,73,28,"2300 East Grand River, Williamston, MI 48895",42.68475102,-84.27072698,Ingham County,Michigan
629,Willow Village Mobile Home Park,"2445 East Grand River,","Williamston, MI",48895,45,https://www.mhvillage.com/parks/15533,73,28,"2445 East Grand River, Williamston, MI 48895",42.687408,-84.26386497,Ingham County,Michigan
630,Rotunda Trailer Park,"16937 South Us Highway 27,","Lansing, MI",48906,NA,https://www.mhvillage.com/parks/15215,77,28,"16937 South Us Highway 27, Lansing, MI 48906",42.77093002,-84.54124,Clinton County,Michigan
631,King Arthur's Court,"2201 East State Road,","Lansing, MI",48906,425,https://www.mhvillage.com/parks/15064,77,28,"2201 East State Road, Lansing, MI 48906",42.78869898,-84.51825699,Clinton County,Michigan
632,Cadgewith Farms,"2300 East State Road,","Lansing, MI",48906,228,https://www.mhvillage.com/parks/15721,77,28,"2300 East State Road, Lansing, MI 48906",42.77928799,-84.51622597,Clinton County,Michigan
633,Kristana Mobile Home Park,"1110 East Coleman Road,","Lansing, MI",48906,165,https://www.mhvillage.com/parks/15213,75,28,"1110 East Coleman Road, Lansing, MI 48906",42.77231898,-84.53926497,Clinton County,Michigan
634,Valley Estates,"16751 Turner Road,","Lansing, MI",48906,148,https://www.mhvillage.com/parks/15101,77,28,"16751 Turner Road, Lansing, MI 48906",42.77340901,-84.55098002,Clinton County,Michigan
635,Kensington Meadows,"4245 West Jolly Road,","Lansing, MI",48911,290,https://www.mhvillage.com/parks/15873,76,21,"4245 West Jolly Road, Lansing, MI 48911",42.68081802,-84.61018501,Eaton County,Michigan
636,Mill Pond an FR Community,"1500 Old Mill Lane,","Lansing, MI",48911,356,https://www.mhvillage.com/parks/15076,74,21,"1500 Old Mill Lane, Lansing, MI 48911",42.656432,-84.53276498,Ingham County,Michigan
637,Stonegate,"2700 Eaton Rapids,","Lansing, MI",48911,278,https://www.mhvillage.com/parks/15109,74,21,"2700 Eaton Rapids, Lansing, MI 48911",42.66007101,-84.59297202,Ingham County,Michigan
638,Riverview Estates,"3407 West Mount Hope Avenue,","Lansing, MI",48911,NA,https://www.mhvillage.com/parks/15091,74,21,"3407 West Mount Hope Avenue, Lansing, MI 48911",42.71035099,-84.596263,Ingham County,Michigan
639,Park Terrace MHC,"3435 West Saint Joseph Street,","Lansing, MI",48917,158,https://www.mhvillage.com/parks/15226,77,21,"3435 West Saint Joseph Street, Lansing, MI 48917",42.72430501,-84.59848404,Ingham County,Michigan
640,Century Park,"215 North Canal Road,","Lansing, MI",48917,230,https://www.mhvillage.com/parks/15222,76,21,"215 North Canal Road, Lansing, MI 48917",42.73490401,-84.66472203,Eaton County,Michigan
641,Milwood Mobile Home Park,"2515 East Cork Street,","Kalamazoo, MI",49001,NA,https://www.mhvillage.com/parks/15493,41,19,"2515 East Cork Street, Kalamazoo, MI 49001",42.260496,-85.54753098,Kalamazoo County,Michigan
642,Colonial Acres,"5374 E. Deadwood Drive,","Portage, MI",49002,612,https://www.mhvillage.com/parks/441,41,19,"5374 E. Deadwood Drive, Portage, MI 49002",42.24004375,-85.54085034,Kalamazoo County,Michigan
643,Oak Brook Estates,"7200 Lovers Lane,","Portage, MI",49002,134,https://www.mhvillage.com/parks/15902,40,19,"7200 Lovers Lane, Portage, MI 49002",42.21222431,-85.57466981,Kalamazoo County,Michigan
644,Portage Terrace Mobile Home Park,"11247 Portage Road,","Portage, MI",49002,81,https://www.mhvillage.com/parks/15491,42,19,"11247 Portage Road, Portage, MI 49002",42.15373398,-85.56544604,Kalamazoo County,Michigan
645,Weatherstone Village Community,"5210 Marsh Arbor Trail,","Kalamazoo, MI",49004,93,https://www.mhvillage.com/parks/15977,42,19,"5210 Marsh Arbor Trail, Kalamazoo, MI 49004",42.33574409,-85.52350584,Kalamazoo County,Michigan
646,Hillcrest Acres,"3205 Douglas Ave.,","Kalamazoo, MI",49004,150,https://www.mhvillage.com/parks/15868,41,19,"3205 Douglas Ave., Kalamazoo, MI 49004",42.323744,-85.60758497,Kalamazoo County,Michigan
647,Country Acres,"2300 Barney Road,","Kalamazoo, MI",49004,319,https://www.mhvillage.com/parks/15350,42,19,"2300 Barney Road, Kalamazoo, MI 49004",42.32230801,-85.62118704,Kalamazoo County,Michigan
648,Oakbrook Mobile Home Park,"4002 Douglas Avenue,","Kalamazoo, MI",49004,48,https://www.mhvillage.com/parks/15492,41,19,"4002 Douglas Avenue, Kalamazoo, MI 49004",42.33006601,-85.59904599,Kalamazoo County,Michigan
649,Americana Estates,"1802 Tray Lane,","Kalamazoo, MI",49006,161,https://www.mhvillage.com/parks/15497,41,19,"1802 Tray Lane, Kalamazoo, MI 49006",42.273431,-85.64120998,Kalamazoo County,Michigan
650,Highland Hills Mobile Home Park,"2425 Douglas Avenue,","Kalamazoo, MI",49007,167,https://www.mhvillage.com/parks/15348,41,19,"2425 Douglas Avenue, Kalamazoo, MI 49007",42.31626902,-85.60648702,Kalamazoo County,Michigan
651,Twinleaf,"3614 Stadium Drive,","Kalamazoo, MI",49008,185,https://www.mhvillage.com/parks/15335,41,19,"3614 Stadium Drive, Kalamazoo, MI 49008",42.27353301,-85.635404,Kalamazoo County,Michigan
652,Franklin Valley Estates,"3412 Granada Lane,","Kalamazoo, MI",49008,NA,https://www.mhvillage.com/parks/34095,41,19,"3412 Granada Lane, Kalamazoo, MI 49008",42.27418064,-85.63167394,Kalamazoo County,Michigan
653,Wyngate Farms,"5560 Al Sabo Drive,","Kalamazoo, MI",49009,333,https://www.mhvillage.com/parks/15870,40,19,"5560 Al Sabo Drive, Kalamazoo, MI 49009",42.23564999,-85.67104997,Kalamazoo County,Michigan
654,Saddlebrook Farms,"5053 S. Fourth,","Kalamazoo, MI",49009,147,https://www.mhvillage.com/parks/16006,40,19,"5053 S. Fourth, Kalamazoo, MI 49009",42.24409899,-85.72211001,Kalamazoo County,Michigan
655,Royal Estates,"8300 Ravine Road,","Kalamazoo, MI",49009,183,https://www.mhvillage.com/parks/15341,42,19,"8300 Ravine Road, Kalamazoo, MI 49009",42.38026799,-85.67589304,Kalamazoo County,Michigan
656,Huntington Run,"6255 Cranbrook Lane,","Kalamazoo, MI",49009,175,https://www.mhvillage.com/parks/15940,40,19,"6255 Cranbrook Lane, Kalamazoo, MI 49009",42.25869775,-85.67215169,Kalamazoo County,Michigan
657,Woodland Estates,"4797 South 4th Street,","Kalamazoo, MI",49009,348,https://www.mhvillage.com/parks/345,40,19,"4797 South 4th Street, Kalamazoo, MI 49009",42.24674801,-85.72237899,Kalamazoo County,Michigan
658,Saddlebrook Village,"503 South Fourth,","Kalamazoo, MI",49009,142,https://www.mhvillage.com/parks/48601,40,19,"503 South Fourth, Kalamazoo, MI 49009",42.28392999,-85.72588868,Kalamazoo County,Michigan
659,Fountain Springs,"1410 South 9th Street,","Kalamazoo, MI",49009,327,https://www.mhvillage.com/parks/586,40,19,"1410 South 9th Street, Kalamazoo, MI 49009",42.27700102,-85.68224401,Kalamazoo County,Michigan
660,Evergreen Park,"182 East D Avenue,","Kalamazoo, MI",49009,76,https://www.mhvillage.com/parks/419,42,19,"182 East D Avenue, Kalamazoo, MI 49009",42.37595001,-85.58842,Kalamazoo County,Michigan
661,Stadium Drive West,"5101 Stadium Drive,","Kalamazoo, MI",49009,77,https://www.mhvillage.com/parks/15489,40,19,"5101 Stadium Drive, Kalamazoo, MI 49009",42.26949714,-85.64891785,Kalamazoo County,Michigan
662,Colonial Manor,"5500 W. Kl Avenue,","Kalamazoo, MI",49009,195,https://www.mhvillage.com/parks/15541,40,19,"5500 W. Kl Avenue, Kalamazoo, MI 49009",42.28069899,-85.658903,Kalamazoo County,Michigan
663,Dumont Creek Estates,"1925 Laura Street,","Allegan, MI",49010,75,https://www.mhvillage.com/parks/15115,43,20,"1925 Laura Street, Allegan, MI 49010",42.55947099,-85.89168203,Allegan County,Michigan
664,Village East Manufactured Housing Community,"1260 Lincoln Road,","Allegan, MI",49010,135,https://www.mhvillage.com/parks/246,43,20,"1260 Lincoln Road, Allegan, MI 49010",42.50910099,-85.82366398,Allegan County,Michigan
665,Edgewater Mobile Home Estates,"3944 - 102nd Avenue,","Allegan, MI",49010,NA,https://www.mhvillage.com/parks/15116,39,20,"3944 - 102nd Avenue, Allegan, MI 49010",42.43316799,-85.927543,Allegan County,Michigan
666,Swan Lake Mobile Estates,"4319 Swan Lake Drive,","Allegan, MI",49010,47,https://www.mhvillage.com/parks/15133,39,20,"4319 Swan Lake Drive, Allegan, MI 49010",42.463357,-85.96526902,Allegan County,Michigan
667,Homecrest Villa,"1599 June Avenue,","Allegan, MI",49010,58,https://www.mhvillage.com/parks/15118,43,20,"1599 June Avenue, Allegan, MI 49010",42.53509,-85.87685998,Allegan County,Michigan
668,Birchwood Place Mobile Home Park,"3500 Q Drive South,","Athens, MI",49011,70,https://www.mhvillage.com/parks/15518,45,18,"3500 Q Drive South, Athens, MI 49011",42.12845198,-85.22386203,Calhoun County,Michigan
669,Hickory Hills Village,"10450 Six Mile Road,","Battle Creek, MI",49014,283,https://www.mhvillage.com/parks/15515,45,18,"10450 Six Mile Road, Battle Creek, MI 49014",42.22299,-85.17389801,Calhoun County,Michigan
670,Evergreen Oak Forest,"20 Powell Street,","Battle Creek, MI",49014,103,https://www.mhvillage.com/parks/15516,45,18,"20 Powell Street, Battle Creek, MI 49014",42.32380699,-85.12862098,Calhoun County,Michigan
671,Harper Commons MHC,"993 East Michigan Avenue,","Battle Creek, MI",49014,NA,https://www.mhvillage.com/parks/126502,45,18,"993 East Michigan Avenue, Battle Creek, MI 49014",42.312742,-85.14005398,Calhoun County,Michigan
672,Glenmoor Village,"3971 Capital Avenue SW #1,","Battle Creek, MI",49015,139,https://www.mhvillage.com/parks/32836,45,18,"3971 Capital Avenue SW #1, Battle Creek, MI 49015",42.24515498,-85.19336699,Calhoun County,Michigan
673,Baker Estates,"1030 East Columbia Avenue,","Battle Creek, MI",49015,121,https://www.mhvillage.com/parks/15310,45,18,"1030 East Columbia Avenue, Battle Creek, MI 49015",42.29883298,-85.16684598,Calhoun County,Michigan
674,Thunderbird Village,"1145 Harmonia,","Springfield, MI",49015,8,https://www.mhvillage.com/parks/15524,44,18,"1145 Harmonia, Springfield, MI 49015",42.33160099,-85.24376301,Calhoun County,Michigan
675,Bedford Hills,"110 Bejac Circle Drive,","Battle Creek, MI",49017,339,https://www.mhvillage.com/parks/15311,44,18,"110 Bejac Circle Drive, Battle Creek, MI 49017",42.36044198,-85.22633796,Calhoun County,Michigan
676,Creek Valley Mobile Home Park,"79 Creek Valley Circle,","Battle Creek, MI",49017,166,https://www.mhvillage.com/parks/434,44,18,"79 Creek Valley Circle, Battle Creek, MI 49017",42.36323302,-85.24120761,Calhoun County,Michigan
677,Avonwood Mobile Home Park,"953 East Michigan Avenue,","Battle Creek, MI",49017,55,https://www.mhvillage.com/parks/15522,45,18,"953 East Michigan Avenue, Battle Creek, MI 49017",42.31311399,-85.14249998,Calhoun County,Michigan
678,The Community of Rolling Hills,"300 Morgan Road,","Battle Creek, MI",49017,343,https://www.mhvillage.com/parks/15745,44,18,"300 Morgan Road, Battle Creek, MI 49017",42.35208301,-85.21609402,Calhoun County,Michigan
679,Valley Garden Trailer Park,"897 East Michigan,","Battle Creek, MI",49017,38,https://www.mhvillage.com/parks/15525,45,18,"897 East Michigan, Battle Creek, MI 49017",42.31222999,-85.14617796,Calhoun County,Michigan
680,Belle Vista Mobile Home Park,"509 Belle Vista Drive,","Bellevue, MI",49021,206,https://www.mhvillage.com/parks/21576,43,21,"509 Belle Vista Drive, Bellevue, MI 49021",42.449342,-85.010728,Eaton County,Michigan
681,Bellevue Mobile Home Park,"23951 15 Mile Road,","Bellevue, MI",49021,76,https://www.mhvillage.com/parks/15519,44,18,"23951 15 Mile Road, Bellevue, MI 49021",42.419702,-85.007147,Calhoun County,Michigan
682,Riverwood,"501 South Jefferson St,","Bellevue, MI",49021,NA,https://www.mhvillage.com/parks/106664,43,21,"501 South Jefferson St, Bellevue, MI 49021",42.44794464,-85.01315385,Eaton County,Michigan
683,North Shore Estates,"1565 M 63 North,","Benton Harbor, MI",49022,97,https://www.mhvillage.com/parks/15362,38,20,"1565 M 63 North, Benton Harbor, MI 49022",42.14231402,-86.44980103,Berrien County,Michigan
684,Ravines Mobile Home Park,"2088 East Empire Avenue,","Benton Harbor, MI",49022,225,https://www.mhvillage.com/parks/15364,38,20,"2088 East Empire Avenue, Benton Harbor, MI 49022",42.09677602,-86.40889399,Berrien County,Michigan
685,Orchard View Mobile Home Park,"1200 East Empire Avenue,","Benton Harbor, MI",49022,131,https://www.mhvillage.com/parks/15317,38,20,"1200 East Empire Avenue, Benton Harbor, MI 49022",42.09943199,-86.43055199,Berrien County,Michigan
686,Crystal Mobile Home Park,"650 South Crystal Avenue,","Benton Harbor, MI",49022,NA,https://www.mhvillage.com/parks/15472,38,20,"650 South Crystal Avenue, Benton Harbor, MI 49022",42.10602901,-86.41862697,Berrien County,Michigan
687,Shady Acres Mobile Village,"465 South Fair Avenue,","Benton Harbor, MI",49022,NA,https://www.mhvillage.com/parks/15460,38,20,"465 South Fair Avenue, Benton Harbor, MI 49022",42.10931698,-86.43611498,Berrien County,Michigan
688,Mobile Manor Park,"104 First Street,","Bronson, MI",49028,29,https://www.mhvillage.com/parks/15570,35,17,"104 First Street, Bronson, MI 49028",41.86645105,-85.19484843,Branch County,Michigan
689,Indian Cove Mobile Home Park,"2928 Matteson Lake,","Bronson, MI",49028,NA,https://www.mhvillage.com/parks/15575,35,17,"2928 Matteson Lake, Bronson, MI 49028",41.92510174,-85.20891966,Branch County,Michigan
690,Maple Grove Trailer Court,"59733 Decatur Road,","Cassopolis, MI",49031,75,https://www.mhvillage.com/parks/15678,36,17,"59733 Decatur Road, Cassopolis, MI 49031",41.92935899,-85.97218703,Cass County,Michigan
691,River's Edge Mobile Home Community,"135 North Jane Street,","Centreville, MI",49032,76,https://www.mhvillage.com/parks/15697,36,17,"135 North Jane Street, Centreville, MI 49032",41.92380076,-85.52965691,Saint Joseph County,Michigan
