"","Record_No","Status","Expiration_Date","DBA","Owner / Community_Name","Location_Address","Zip_Code","Mailing_Address","County","Community_Phone","Total_#_Sites","Issued_Date","Operator_Name","Operator_Phone","Operator_email","latitude","longitude"
"163","1201346","Issued",2027-10-01,NA,"COUNTRY ESTATES MI LLC","58220 W EIGHT MILE RD, NORTHVILLE MI 48167","48167","4600 COX RD STE 400, GLEN ALLEN, VA 23060","OAKLAND","No Phone","336","06/08/2012","ROSS DEBOLT","804672567","RDEBOLT@PLNDV.COM",NA,NA
"164","1200740","Issued",2027-10-01,NA,"PLYMOUTH HILLS MANUFACTURED HOME COMMUNITY LLC","14201 RIDGE RD, PLYMOUTH MI 48170","48170","40220 GRAND RIVER AVE, NOVI, MI 48375","WAYNE","8103806150","635","07/24/1979","JEROME A RUGGIRELLO","2483806150",NA,42.3819835,-83.529413
"165","1201390","Issued",2027-10-01,NA,"OAK HAVEN MHC LLC","14401 N RIDGE ROAD, PLYMOUTH MI 48170","48170","6547 N AVONDALE STE 301, CHICAGO, IL 60631","WAYNE","7344533184","141","02/19/2016","EDWARD NULL ZEMAN","7734997255","LICENSES@ZEMANHOMES.COM",42.363405,-83.5349891
"166","1201181","Issued",2027-10-01,NA,"NORTH HURON MHC","33151 FORT RD, ROCKWOOD, MI 48173","48173","26600 TELEGRAPH RD STE 200, Southfield, MI 48033","WAYNE","No Phone","96","10/14/1997","JOHN STANLEY","2486832500","J.STANLEY@PMAPTS.COM",42.067815,-83.2503925
"167","1201277","Issued",2027-10-01,"MEADOWLANDS","SUN MEADOWLANDS GIBRALTAR LLC","17305 VALENCIA DR, GIBRALTAR, MI 48173","48173","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WAYNE","No Phone","321","08/23/2002","BRUCE THELEN","24820825700","LICENSING@SUNCOMMUNITIES.COM",42.0946573,-83.2179246
"168","1200057","Issued",2027-10-01,NA,"FS METRO COMMONS PROPERTY LLC","28745 VAN BORN RD, ROMULUS MI 48174","48174","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","WAYNE","8106599770","225","01/09/1979","JEFFREY DAVIDSON","2487783198","JDAVIDSON@CAMBIOMHC.COM",42.2678264,-83.3252345
"169","1200678","Issued",2027-10-01,"TELA VALLEY MHC","GRANITE TELA VALLEY LLC","17707 TELEGRAPH ROAD, BROWNSTOWN MI 48174","48174","4742 N. 24TH STREET, STE. 325, PHOENIX, AZ 85016","WAYNE","734-285-2288","487","06/29/1979","VIRGINIA CAMPBELL","602-600-6811","licensing@inspirecommunities.com",42.177773,-83.2669073
"170","1200897","Issued",2027-10-01,NA,"ROYAL VILLAGE MHC MI LLC","28261 VAN BORN RD, ROMULUS MI 48174","48174","9515 HILLWOOD DR, LAS VEGAS, NV 89134","WAYNE","3133855822","208","10/12/1979","EMILY WISURI","7026724015","COMPLIANCE@OSPREY-MANAGEMENT.COM",42.2679732,-83.3176872
"171","1200963","Issued",2027-10-01,"HURON ESTATES MHC","HURON MHC LLC","22000 INKSTER ROAD, ROMULUS MI 48174","48174","31550 NORTHWESTERN HIGHWAY SUITE 200, FARMINGTON HILLS, MI 48834","WAYNE","7347824422","807","03/28/1979","GARY W GRIGLAK","2487371472","GGRIGLAK@LAUTRECLTD.COM",42.2111251,-83.3070384
"172","1201128","Issued",2027-10-01,"WEST VILLAGE ESTATES","SR WEST LLC","7040 SHAWNEE, ROMULUS, MI 48174","48174","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WAYNE","No Phone","629","01/14/1993","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.2527552,-83.4203697
"173","1200971","Issued",2027-10-01,NA,"SALINE MEADOWS LLC","6564 EAST MICHIGAN AVENUE, SALINE, MI 48175","48175","9935 NORMAN RD, CLARKSTON, MI 48348","WASHTENAW","No Phone","148","12/01/1978","LAURIE A ALLI","2487361281","salinemeadowsllc@gmail.com",42.1796297,-83.7514776
"174","1201406","Issued",2027-10-01,NA,"SALINE MHC, LLC","475 N MAPLE, SALINE MI 48176","48176","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","WASHTENAW","7346621900","81","05/17/2016","JOEL K BROWN","2486260737","LICENSES@RHP.COM",42.1764378,-83.7744455
"175","1202081","Issued",2027-10-01,"RIVER RIDGE MH","SUN RIVER RIDGE MI LLC","289 DUNDEE, SALINE MI 48176","48176","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","WASHTENAW","7344294300","288","05/24/2024","BRUCE THELEN","2482082500","licensing@suncommunities.com",42.1561491,-83.7976652
"176","1200244","Issued",2027-10-01,NA,"SOUTH LYON WOODS ASSOCIATES, LLC","530 LANIER, SOUTH LYON, MI 48178","48178","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","OAKLAND","2486260737","211","03/20/1979","JOEL BROWN","2486260737",NA,42.4569565,-83.6476088
"177","1201588","Issued",2028-10-01 14:26:46,NA,"WOODLAND RIDGE MICHIGAN LLC","12250 Woodland Ridge Cir, South Lyon MI 48178","48178","51 W Center St. Suite 600, Orem, UT 84057","LIVINGSTON","3852475009","561","09/19/2018","JASMIN SERRANO","3852475009","notices@havenparkmgmt.com",NA,NA
"178","1201924","Issued",2027-10-01,NA,"SILVER LAKE MHP LLC","10987 SILVER LAKE ROAD, SOUTH LYON MI 48178","48178","2804 ORCHARD LAKE ROAD, STE. 203, KEEGO HARBOR, MI 48320","LIVINGSTON","2485148128","27","03/22/2022","TODD ROSENZWEIG","2485148128","todd@squarelakegroup.com",NA,NA
"179","1202058","Issued",2027-10-01,NA,"HURON RIVER MHC ESTATES LLC","8025 S HURON RIVER DRIVE SOUTH, SOUTH ROCKWOOD MI 48179","48179","847 SUMPTER STREET #5228, BELLEVILLE, MI 48111","MONROE","7347044044","50","10/13/2023","KALYAN JONNALAGADDA","6073425076","kelly@lotuscapitalcre.com",42.0758087,-83.2798188
"180","1200250","Issued",2027-10-01,NA,"GRANITE ROBBINWOOD VILLA LLC","26115 THIRD STREET, TAYLOR, MI 48180","48180","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016","WAYNE","313-295-4520","269","03/20/1979","VIRGINIA CAMPBELL","6026006811","LICENSING@INSPIRECOMMUNITIES.COM",NA,NA
"181","1200280","Issued",2027-10-01,NA,"GRANITE ROBBINWOOD VILLA LLC","7550 BEECH DALY, TAYLOR, MI 48180","48180","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016","WAYNE","313-295-4520","114","03/20/1979","VIRGINIA CAMPBELL","6026006811","LICENSING@INSPIRECOMMUNITIES.COM",42.2515029,-83.2892969
"182","1201065","Issued",2027-10-01,"WELLINGTON ESTATES MHC","GRANITE WELLINGTON ESTATES LLC","16031 BEECH DALY RD, TAYLOR MI 48180","48180","4742 N 24TH ST  STE 325, PHOENIX, AZ 85016","WAYNE","734-941-6020","404","02/16/1988","VIRGINIA CAMPBELL","6026006811","LICENSING@INSPIRECOMMUNITIES.COM",42.2105061,-83.2877404
"183","1200437","Issued",2027-10-01,NA,"INVERNESS COMMUNITY LLC","6230 LEWIS, TEMPERENCE MI 48182","48182","32540 SCHOOLCRAFT STE 110, LIVONIA, MI 48150","MONROE","7342615595","518","04/01/1979","MARGARET BURNS","7342615595","marge@germanomgt.com",NA,NA
"184","1200149","Issued",2027-10-01,NA,"PARKVIEW ESTATES-NORTH LLC","3500 WEST JEFFERSON, TRENTON, MI 48183","48183","3500 WEST JEFFERSON, TRENTON, MI 48183","WAYNE","7346757600","65","02/02/1979","MARILYN ENGEL","7346757600","ME360GAL@COMCAST.NET",42.136313,-83.183134
"185","1200884","Issued",2027-10-01,"WOODHAVEN PLACE ESTATES MANUFACTURED HOME COMMUN","SUN SECURED FINANCING, LLC","23501 VAN HORN RD, WOODHAVEN, MI 48183","48183","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WAYNE","7347824411","220","10/12/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.123625,-83.259185
"186","1201705","Issued",2027-10-01,NA,"CREEKSIDE ESTATES LLC","2066 S TELEGRAPH ROAD, BROWNSTOWN TWP MI 48183","48183","17602 17TH STREET, STE. 102 #289, TUSTIN, CA 92780","WAYNE","7344792479","157","10/14/2019","STEVE MCCROSKY","9492987185","steve@discoverpopertiesllc.com",NA,NA
"187","1201861","Issued",2027-10-01,NA,"PARKVIEW ESTATES-SOUTH LLC","3900 W JEFFERSON AVE, TRENTON MI 48183","48183","P.O. BOX 481, TRENTON, MI 48183","WAYNE","7344790552","65","08/19/2021","DAVID GERISH","7344790552","sueg@gerishbuilthomes.com",42.1314225,-83.1853913
"188","1200642","Issued",2027-10-01,"BIG TREES MOBILE HOME PARK","ASTER INVESTMENTS INC","28433 JOY RD, WESTLAND MI 48185","48185","2908 E LONG LAKE RD, TROY, MI 48098","WAYNE","2486892296","67","06/19/1979","LINDA K YOO","7345251505","johnsyoo@comcast.net",42.3548992,-83.3219
"189","1201597","Issued",2027-10-01,NA,"BC MOHAWK PROPERTY, LLC","28495 JOY ROAD, WESTLAND MI 48185","48185","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","WAYNE","7345134108","105","09/28/2018","JOSH SONNE","2487783200","legal@yescommunities.com",42.3548883,-83.3224473
"190","1201801","Issued",2027-10-01,NA,"WESTBORN VILLAGE LLC","7659 N INKSTER ROAD, WESTLAND MI 48185","48185","PO BOX 2097, DEARBORN, MI 48123","WAYNE","3139957300","133","12/03/2020","NABEEL HAMAMEH","3139957300","westbornvillage@gmail.com",42.3512302,-83.3126388
"191","1201029","Issued",2027-10-01,NA,"WESTLAND MEADOWS MI LLC","30600 VAN BORN RD, WESTLAND MI 48186","48186","4600 COX RD STE 400, GLEN ALLEN, VA 23060","WAYNE","No Phone","772","09/04/1985","ROSS DEBOLT","8049672567","RDEBOLT@PLNDV.COM",42.267681,-83.341557
"192","1201525","Issued",2027-10-01,NA,"WESTLAND MHP LLC","35270 GLENWOOD ROAD, WESTLAND MI 48186","48186","539 W COMMERCE ST, SUITE 650, DALLAS, TX 75208","WAYNE","7347169819","29","02/15/2018","MOHAMAD CHEHAB","8126645449","michael.f.office@gmail.com",42.2884198,-83.3863155
"193","1201834","Issued",2027-10-01,"ROYAL HOLIDAY","CC ROYAL HOLIDAY PROPERTY LLC","39500 W WARREN ROAD, CANTON MI 48187","48187","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","WAYNE","7344552666","436","05/03/2021","JEFFREY DAVIDSON","2487025900","jdavidson@cambiomhc.com",NA,NA
"194","1200809","Issued",2027-10-01,"WESTPOINT MANOR","SUN SECURED FINANCING LLC","41021 OLD MICHIGAN AVENUE, CANTON, MI 48188","48188","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WAYNE","7343970400","270","09/06/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.2785285,-83.445499
"195","1201064","Issued",2027-10-01,"ACADEMY POINT","SUN SECURED FINANCING LLC","41021 OLD MICHIGAN AVE., CANTON, MI 48188","48188","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WAYNE","2482082500","171","02/09/1988","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.2785285,-83.445499
"196","1201386","Issued",2027-10-01,"COLLEGE PARK ESTATES","COLLEGE PARK ESTATES (MI) MHC, LLC","51074 MOTT ROAD, #243, CANTON MI 48188","48188","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","WAYNE","7344950012","230","02/09/2016","JOEL K BROWN","2486260737","licenses@rhp-properties.com",NA,NA
"197","1201389","Issued",2027-10-01,NA,"MAPLE LEAF GARDENS NORTH MHC LLC","51000 MOTT RD, CANTON MI 48188","48188","6547 N AVONDALE STE 301, CHICAGO, IL 60631","WAYNE","7344950705","230","02/19/2016","EDWARD NULL ZEMAN","7737922515","jfannon@zemanhomes.com",42.262578,-83.541992
"198","1201514","Issued",2027-10-01,NA,"SHERWOOD VILLAGE MHC LLC","41275 OLD MICHIGAN ROAD, CANTON MI 48188","48188","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","WAYNE","7343970303","446","12/18/2017","JOEL K BROWN","2486260737","licenses@rhp-properties.com",42.273675,-83.4426718
"199","1201835","Issued",2027-10-01,"HOLIDAY ESTATES MHP","CC HOLIDAY ESTATES PROPERTY LLC","46000 GEDDES ROAD, CANTON MI 48188","48188","29200 NORTHWESTERN HWY  STE 300, SOUTHFIELD, MI 48034","WAYNE","7344950500","551","05/10/2021","JEFFREY DAVIDSON","2487025900","jdavidson@cambiomhc.com; kmcdonough@cambiomhc.com",42.278065,-83.493787
"200","1200846","Issued",2027-10-01,NA,"HAMBURG HILLS ESTATES, INC","7005 SHELDON RD, WHITMORE LAKE MI 48189","48189","40220 GRAND RIVER AVE, NOVI, MI 48375","LIVINGSTON","2483806150","152","10/11/1979","JEROME RUGGIRELLO","2483806150",NA,NA,NA
"201","1201037","Issued",2027-10-01,"NORTHFIELD ESTATES","NORTHFIELD ESTATES MHC, LLC","855 W EIGHT MILE RD, WHITMORE LAKE, MI 48189","48189","2015 SPRING RD STE 600, OAK BROOK, IL 60523","WASHTENAW","7344498555","648","06/02/1986","SHERRY SAXON","7344498555","SHERRY-SAXON@CONTINENTALCOMMUNITIES.COM",NA,NA
"202","1201146","Issued",2027-10-01,NA,"COVENTRY WOODS","7243 SHELDON RD, HAMBURG TOWNSHIP MI 48189","48189","40220 GRAND RIVER AVE, NOVI, MI 48375","LIVINGSTON","No Phone","195","03/29/1994","JEROME A RUGGIRELLO","2483806150","jerry1031@aol.com",42.430926,-83.8027759
"203","1201618","Issued",2027-10-01,NA,"UNIVERSITY MOBILE ESTATES LLC","11870 HEIDELBERG LANE, WHITMORE LAKE MI 48189","48189","500 WESTOVER DRIVE #5358, SANFORD, NC 27330","LIVINGSTON","7344492080","55","01/14/2019","STEWART WINKLER","7604819096","sw@uwventures.com",42.4291838,-83.762769
"204","1201619","Issued",2027-10-01,NA,"UNIVERSITY MOBILE ESTATES LLC","11757 CAPPY LANE, WHITMORE LAKE MI 48189","48189","500 WESTOVER DRIVE #5358, SANFORD, NC 27330","LIVINGSTON","7344492080","14","01/14/2019","STEWART WINKLER","7604819096","noel@avantcommunity.com",42.4345518,-83.75922
"205","1202016","Issued",2027-10-01,"WHITTAKER OAKS","CC WHITTAKER OAKS PROPERTY LLC","11333 WHITTAKER ROAD, WHITTAKER MI 48190","48190","29200 NORTHWESTERN HWY, STE. 300, SOUTHFIELD, MI 48034","WASHTENAW","7344616000","228","04/12/2023","JEFFREY DAVIDSON","2487783198","jdavison@cambiomhc.com",42.1232616,-83.599451
"206","1201230","Issued",2027-10-01,"AUGUSTA WOODS","AUGUSTA WOODS COMMUNITY LLC","8330 N BROOKSTON, WILLIS, MI 48191","48191","401 S OLD WOODWARD AVE STE 315, BIRMINGHAM, MI 48009","WASHTENAW","No Phone","484","11/15/2000","STEVEN KARBAL","2485306100",NA,NA,NA
"207","1201942","Issued",2027-10-01 14:34:03,NA,"SOUTHGATE MHC LLC","12060 DIX-TOLEDO ROAD, SOUTHGATE MI 48195","48195","6905 TELEGRAPH ROAD STE 325, BLOOMFIELD HILLS, MI 49202","WAYNE","2489733668","70","06/08/2022","SHANNON MARSHALL","2483312479","SMARSHALL@BLANKFAMILYCOMMUNITIES.COM",42.2205002,-83.1941814
"208","1200317","Issued",2027-10-01,"LAKEVIEW MOBILE HOME PARK","SUN LAKEVIEW LLC","9910 GERALDINE STREET, YPSILANTI, MI 48197","48197","27777 FRANKLIN RD STE 300, SOUTHFIELD, MI 48034","WASHTENAW","7344811152","392","03/23/1979","BRUCE THELEN","2482082500","LICENSING@SUNCOMMUNITIES.COM",42.1997223,-83.5646149
"209","1200644","Issued",2027-10-01,"VILLAGE ESTATES MHP","CARTER HAWKINS, LLC","2580 HOLMES, YPSILANTI, MI 48197","48197","21155 PENUNURI PLACE, MORENO VALLEY, CA 92557","WASHTENAW","7344875332","75","06/19/1979","JOSEPH CARTER","7344875332","joeangelocarter@aol.com",42.2540688,-83.5629733
"210","1200808","Issued",2027-10-01,NA,"WESTRIDGE MOBILE HOME PARK","1515 RIDGE RD, YPSILANTI MI 48197","48197","28411 NORTHWESTERN HWY., STE. 900, SOUTHFIELD, MI 48034","WASHTENAW","2483583777","373","09/06/1979","PAUL SHARE","2483583777","westridge@yorkproperties.com",42.263174,-83.5536408
"211","1201054","Issued",2027-10-01,NA,"ARBOR MEADOWS ASSOCIATES LIMITED PARTNERSHIP","5229 W MICHIGAN AVENUE, YPSILANTI MI 48197","48197","31550 NORTHWESTERN HIGHWAY SUITE 200, FARMINGTON HILLS, MI 48334","WASHTENAW","7345721445","409","09/08/1987","GARY W GRIGLAK","2487371472","GGRIGLAK@LAUTRECLTD.COM",42.2410508,-83.6182756
"212","1201568","Issued",2027-10-01,NA,"BC COACHVILLE PROPERTY, LLC","3423 CARPENTER ROAD, YPSILANTI MI 48197","48197","5050 S SYRACUSE STREET, STE. 1200, DENVER, CO 80237","WASHTENAW","7349711370","121","08/29/2018","JOSH SONNE","2487783200","legal@yescommunities.com",NA,NA
"213","1201653","Issued",2027-10-01,"SWAN CREEK MHC","YES SWAN CREEK LLC","6988 MCKEAN, YPSILANTI MI 48197","48197","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","WASHTENAW","7344830600","294","03/25/2019","JOSHUA SONNE","3034837300","BUSINESSLICENSING@YESCOMMUNITIES.COM",42.188688,-83.5531077
"214","1202012","Issued",2027-10-01,"MUNGER MOBILE HOMES","4785 MUNGER HOLDING LLC","4785 MUNGER ROAD, YPSILANTI MI 48197","48197","4279 SILVER LEAF DRIVE, YPSILANTI, MI 48197","WASHTENAW","7343300047","20","03/23/2023","HESHAM ABED","7342772105","johnabed2007@yahoo.com",NA,NA
"215","1201507","Issued",2027-10-01,"ARBOR WOODS","SUN ARBOR WOODS LLC","1993 ARBOR WOOD BLVD, YPSILANTI MI 48198","48198","27777 FRANKLINE RD STE 300, SOUTHFIELD, MI 48034","WASHTENAW","734-482-4305","458","11/20/2017","BRUCE THELEN","2482082500","licensing@suncommunities.com",NA,NA
"216","1201546","Issued",2027-10-01,"TIMBERLANDS","YES TIMBERLANDS LLC","3375 EAST MICHGAN AVE, YPSILANTI MI 48198","48198","5050 S SYRACUSE ST STE 1200, DENVER, CO 80237","WASHTENAW","7344832020","185","07/02/2018","JOSHUA SONNE","3034837300","BUSINESSLICENSING@YESCOMMUNITIES.COM",NA,NA
"217","1201696","Issued",2027-10-01,NA,"ELMCREST MOBILE HOME COMMUNITY LLC","2915 MONTROSE STREET, YPSILANTI MI 48198","48198","PO BOX 774000-180, STEAMBOAT SPRINGS, CO 80477","WASHTENAW","7344856700","112","09/05/2019","KARL MIKKELSON","5418064336","karl@gorge.net",42.2593605,-83.5534376
"218","1201808","Issued",2027-10-01,"GREENBRIAR ESTATES MOBILE HOME PARK","COSMONET-GREENBRIAR LLC","2500 HOLMES ST, YPSILANTI MI 48198","48198","20 SHALLOWBROOK ROAD, MORGANVILLE, NJ 07751","WASHTENAW","8045506892","111","12/22/2020","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com",NA,NA
"219","1200022","Issued",2027-10-01,"JUNES MOBILE VILLAGE","JUNES MOBILE HOME PARK LIMITED PARTNERSHIP","395 LABADIE COURT, ECORSE, MI 48229","48229","31150 NORTHWESTERN HWY STE 100, FARMINGTON HILLS, MI 48334","WAYNE","2486260614","146","12/20/1978","MARK ZARTARIAN","2486260614",NA,42.2468142,-83.1579132
"220","1201399","Issued",2027-10-01,"POTTER MOBILE HOME PARK","COSMONET-POTTER LLC","4470 9TH ST, ECORSE MI 48229","48229","20 SHALLOW BROOK RD, MORGANVILLE, NJ 07751","WAYNE","8045506892","42","03/28/2016","PRABIN DUTTA","8045506892","pdutta@cosmonetllc.com",42.2440034,-83.1577096
"221","1200708","Issued",2027-10-01,NA,"WARWICK VILLAGE MHC MI LLC","24600 JOY RD, REDFORD CHARTER TOWNSHIP MI 48239","48239","9515 HILLWOOD DR, LAS VEGAS, NV 89134","WAYNE","3133854077","151","07/13/1979","EMILY WISURI","7026724015","COMPLIANCE@OSPREY-MANAGEMENT.COM",42.356785,-83.281573
"222","1201655","Issued",2027-10-01,NA,"SUN SHELBY WEST LLC","12277 CONSERVATION TRAIL, SHELBY TOWNSHIP MI 48315","48315","27777 FRANKLIN ROAD., STE.300, SOUTHFIELD, MI 48034","MACOMB","5867393410","644","03/28/2019","BRUCE THELEN","2482082500","licensing@sumcommunities.com",42.6572544,-83.0065319
"223","1201658","Issued",2027-10-01,NA,"SUN SHELBY FOREST LLC","13955 BRONTE DRIVE, SHELBY TOWNSHIP MI 48315","48315","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","MACOMB","5862471650","664","05/02/2019","BRUCE THELEN","2482082500","licensing@suncommunities.com",42.6647385,-82.9904285
"224","1201812","Issued",2027-10-01,NA,"DEQUINDRE ESTATES LLC","48790 DEQUINDRE ROAD, SHELBY TWP MI 48317","48317","51 W CENTER STREET, STE. 600, OREM, UT 84057","MACOMB","3852513804","303","02/17/2021","ROBISON PRATT","3852513804","cassidy@havenparkmgmt.com",42.6513367,-83.0928552
"225","1201952","Issued",2027-10-01,NA,"KEEGO HARBOR MHC LLC","3170 ORCHARD LAKE ROAD, KEEGO HARBOR MI 48320","48320","217 PIERCE STREET #209, BIRMINGHAM, MI 48009","OAKLAND","2486816798","93","07/25/2022","ARA DARAKJIAN","2483659900","accounting@residentsfirst.co",42.6043077,-83.3474978
"226","1201652","Issued",2027-10-01,NA,"YES LAKE IN THE HILLS LLC","2700 SHIMMONS ROAD #239, AUBURN HILLS MI 48326","48326","5050 S SYRACUSE ST, ,  STE 1200DENVER, CO 80237","OAKLAND","No Phone","238","03/25/2019","JOSHUA SONNE","7206407190","BUSINESSLICENSING@YESCOMMUNITIES.COM",NA,NA
"227","1200702","Issued",2027-10-01,"MALL MOBILE PARK","CASTLE INSULATION, INC","20 NORTH TILDEN, PONTIAC, MI 48328","48328","14007 CASTLE, WARREN, MI 48808-3217","OAKLAND","No Phone","41","07/13/1979","GEORGE THOMPSON","5869454434",NA,42.628683,-83.3287908
"228","1201844","Issued",2027-10-01,NA,"ROBBINS MHP LLC","3300 ELIZABETH LAKE ROAD, WATERFORD MI 48328","48328","PO BOX 891, ROYAL OAK, MI 48068","OAKLAND","2486820810","142","06/24/2021","DAVID RUBY","2483018335","JDELMOTTE@GEMSTONECOMMUNITIES.COM",42.6394693,-83.3518464
"229","1201979","Issued",2027-10-01,"APPLE GROVE MHC","THREE ASSET LLC","1754 LAVENDER LANE, KENT CITY MI 48330","48330","139 WALNUT BLVD, ROCHESTER, MI 48307","KENT","6166785722","50","10/07/2022","DANIEL VANDOORNE","2486018400","dvandoorne@webuyparks.com",NA,NA
"230","1201805","Expired",2024-10-01,"SUNSET TRAILER VILLAGE","ROYAL GROUP LLC","28730 GRAND RIVER, FARMINGTON HILLS MI 48336","48336","6822 JASMINE DRIVE, TROY, MI 48098","OAKLAND","2489396221","22","12/15/2020","MAJED HANNA-KACHL","2489396221","majed19622005@yahoo.com",42.445259,-83.3300478
"231","1201254","Issued",2027-10-01,NA,"FARMINGTON HILLS MOBILE MANOR LLC","30030 W 8 MILE RD, FARMINGTON HILLS MI 48336","48336","5724 WINDSPIRIT CT, WATERFORD, MI 48327","OAKLAND","2485688824","65","12/17/2001","JAMES AJLOUNY","2485688824","JANLA229@AOL.COM",42.4414891,-83.3433598
"232","1201464","Issued",2027-10-01,NA,"MY PLACE AT WOODMONT LLC","21395 INKSTER, FARMINGTON HILLS MI 48336","48336","12900 HALL ROAD, STE. 190, STERLING HEIGHTS, MI 48313","OAKLAND","2485612131","32","03/15/2017","CHRISTOPHER NORTLEY","5868848416","chris@myplacecommunities.com",42.4482877,-83.3172219
"233","1202004","Issued",2027-10-01,NA,"NEIGHBORS OF LEBLANC LLC","21331 HAMILTON AVE, FARMINGTON HILLS MI 48336","48336","606 N. SAGINAW ST., STE A, LAPEER, MI 48446","OAKLAND","8106607667","36","01/26/2023","HILLERY SMITH","8106607667","LICENSES@TCCMANAGEMENT.COM",42.4478684,-83.3299183
"234","1201202","Issued",2027-10-01,"WALTON RIDGE MOBILE HOME COMMUNITY","WALTON DEVELOPMENT CO LLC","1360 FOXRUN CT., PONTIAC, MI 48340","48340","PO BOX 891, ROYAL OAK, MI 48068","OAKLAND","No Phone","155","02/11/1999","DAVID RUBY","2484161984","JDELMOTTE@GEMSTONECOMMUNITIES.COM",42.6751637,-83.2660245
"235","1201796","Issued",2027-10-01,NA,"WALTON MANOR MHC MI LLC","229 E WALTON BLVD, PONTIAC MI 48340","48340","9515 HILLWOOD DR, LAS VEGAS, NV 89134","OAKLAND","2483359905","257","11/20/2020","EMILY WISURI","7025416379","COMPLIANCE@OSPREY-MANAGEMENT.COM",42.6772358,-83.292882
"236","1200231","Issued",2027-10-01,"ALGOMA ESTATES MANUFACTURED HOME COMMUNITY","ALGOMA ASSOCIATES, LLC","4456 13 MILE, ROCKFORD, MI 48341","48341","31200 NORTHWESTERN HWY, FARMINGTON HILLS, MI 48334","KENT","2486260737","343","03/20/1979","JOEL K BROWN","2486260737","LICENSES@RHP.COM",NA,NA
"237","1200073","Expired",2024-10-01,NA,"CLINTONVILLA I, LLC","4871 CLINTONVILLE ROAD, CLARKSTON, MI 48346","48346","1080 PITTSFORD-VICTOR ROAD, STE. #202, PITTSFORD, NY 14534","OAKLAND","5855862828","180","01/31/1979","KENNETH C BURNHAM","5855862828",NA,NA,NA
"238","1201116","Issued",2027-10-01 16:01:23,NA,"INDEPENDENCE WOODS MHC HOLDINGS LLC","2500 MANN ROAD, CLARKSTON MI 48346","48346","4956 N 300 W STE 200, PROVO, UT 84604","OAKLAND","2486730235","430","07/03/1991","CANDICE SMITH","No Phone","INFO@KMCMH.COM",NA,NA
"239","1201717","Issued",2027-10-01,NA,"SASHABAW MEADOWS OF CLARKSTON LLC","4359 DOGWOOD BLVD, CLARKSTON MI 48348","48348","51 W CENTER STREET, STE. 600, OREM, UT 84057","OAKLAND","9155265308","511","11/26/2019","JENA COY","9155265308","notices@havenparkmgmt.com",42.799346,-83.363842
"240","1201580","Issued",2027-10-01,"SPRINGROVE COMMUNITY","SPRINGROVE TITLEHOLDER LLC","10771 DIXIE HIGHWAY, DAVISBURG MI 48350","48350","380 PARK PLACE BLVD., STE. 225, CLEARWATER, FL 33759","OAKLAND","2486253224","424","09/07/2018","CHARLES CROOK","7276081700","lgregory@greencourtresidential.com",NA,NA
"241","1201839","Issued",2027-10-01,"HIGHLAND GREENS","SUN HIGHLAND GREENS ESTATES LLC","2377 N MILFORD ROAD, HIGHLAND MI 48357","48357","27777 FRANKLIN ROAD, STE. 300, SOUTHFIELD, MI 48034","OAKLAND","8448237339","907","05/11/2021","BRUCE THELEN","2482082500","licensing@suncommunities.com",42.6488527,-83.6181166
"242","1201628","Issued",2028-10-01 07:51:19,NA,"SC ORION LAKES PROPERTY LLC","47 BLUEBIRD HILL DRIVE, ORION MI 48359","48359","29200 NORTHWESTERN HWY, ,  STE 300SOUTHFIELD, MI 48034","OAKLAND","2483730155","423","02/11/2019","JEFFREY DAVIDSON","2487783198","JDAVIDSON@CAMBIOMHC.COM",42.7093562,-83.2496347
